brand,model,top_speed_kmh,battery_capacity_kWh,battery_type,number_of_cells,torque_nm,efficiency_wh_per_km,range_km,acceleration_0_100_s,fast_charging_power_kw_dc,fast_charge_port,towing_capacity_kg,cargo_volume_l,seats,drivetrain,segment,length_mm,width_mm,height_mm,car_body_type,source_url,acceleration_efficiency,charging_speed_km_per_min,acceleration_class
Smart,#5 Pro+,200,94.0,Lithium-ion,,373.0,159,465,6.5,230.0,CCS,1600.0,630,5,RWD,JD - Large,4695,1920,1705,SUV,https://ev-database.org/car/3142/Smart-5-Proplus,14.461538461538462,24.109014675052414,Moderate
Smart,#5 Pulse,200,94.0,Lithium-ion,,643.0,174,455,4.9,230.0,CCS,1600.0,630,5,AWD,JD - Large,4695,1920,1705,SUV,https://ev-database.org/car/3144/Smart-5-Pulse,19.183673469387752,22.030651340996165,Fast
Smart,#5 Summit Edition,200,94.0,Lithium-ion,,643.0,174,455,4.9,230.0,CCS,1600.0,630,5,AWD,JD - Large,4695,1920,1705,SUV,https://ev-database.org/car/3145/Smart-5-Summit-Edition,19.183673469387752,22.030651340996165,Fast
Subaru,Solterra AWD,160,64.0,Lithium-ion,96.0,336.0,154,320,6.9,100.0,CCS,750.0,441,5,AWD,JC - Medium,4690,1860,1650,SUV,https://ev-database.org/car/1567/Subaru-Solterra-AWD,9.27536231884058,10.822510822510823,Moderate
Tesla,Model 3 Long Range AWD (Highland),201,75.0,Lithium-ion,4416.0,493.0,119,525,4.4,124.0,CCS,1000.0,594,5,AWD,D - Large,4720,1849,1441,Sedan,https://ev-database.org/car/1992/Tesla-Model-3-Long-Range-AWD,17.045454545454543,17.366946778711487,Fast
Tesla,Model 3 Long Range RWD (Highland),201,75.0,Lithium-ion,4416.0,450.0,117,545,5.2,124.0,CCS,1000.0,594,5,RWD,D - Large,4720,1849,1441,Sedan,https://ev-database.org/car/3034/Tesla-Model-3-Long-Range-RWD,14.423076923076923,17.663817663817664,Fast
Tesla,Model 3 Performance (Highland),262,75.0,Lithium-ion,4416.0,741.0,142,490,3.2,124.0,CCS,0.0,594,5,AWD,D - Large,4720,1849,1431,Sedan,https://ev-database.org/car/2188/Tesla-Model-3-Performance,23.4375,14.553990610328638,Super Fast
Tesla,Model 3 RWD (Highland CATL LFP64),201,60.5,Lithium-ion,,420.0,116,445,6.1,110.0,CCS,1000.0,594,5,RWD,D - Large,4720,1849,1441,Sedan,https://ev-database.org/car/3186/Tesla-Model-3-RWD,9.918032786885247,15.804597701149424,Moderate
Tesla,Model S Dual Motor,250,95.0,Lithium-ion,7920.0,885.153,150,575,3.2,140.0,CCS,1600.0,709,5,AWD,F - Luxury,5021,1987,1431,Liftback Sedan,https://ev-database.org/car/1404/Tesla-Model-S-Dual-Motor,29.6875,15.555555555555555,Super Fast
Tesla,Model S Plaid,282,95.0,Lithium-ion,7920.0,1288.31,158,560,2.3,140.0,CCS,1600.0,709,5,AWD,F - Luxury,5021,1987,1431,Liftback Sedan,https://ev-database.org/car/1405/Tesla-Model-S-Plaid,41.30434782608696,14.767932489451477,Super Fast
Tesla,Model X Dual Motor,250,95.0,Lithium-ion,7920.0,1001.8,165,485,3.9,140.0,CCS,2250.0,425,7,AWD,JF - Luxury,5057,1999,1680,SUV,https://ev-database.org/car/1407/Tesla-Model-X-Dual-Motor,24.35897435897436,14.141414141414142,Super Fast
Tesla,Model X Plaid,262,95.0,Lithium-ion,7920.0,982.0416666666669,180,465,2.7,140.0,CCS,2250.0,425,7,AWD,JF - Luxury,5057,1999,1680,SUV,https://ev-database.org/car/1408/Tesla-Model-X-Plaid,35.18518518518518,12.962962962962964,Super Fast
Tesla,Model Y Long Range AWD (Juniper),201,75.0,Lithium-ion,4416.0,493.0,132,455,4.8,124.0,CCS,1600.0,854,5,AWD,JD - Large,4790,1982,1624,SUV,https://ev-database.org/car/3104/Tesla-Model-Y-Long-Range-AWD,15.625,15.656565656565656,Fast
Tesla,Model Y Long Range RWD (Juniper),201,75.0,Lithium-ion,4416.0,450.0,121,470,5.6,124.0,CCS,1600.0,854,5,RWD,JD - Large,4790,1982,1624,SUV,https://ev-database.org/car/3120/Tesla-Model-Y-Long-Range-RWD,13.392857142857144,17.079889807162534,Fast
Tesla,Model Y RWD (Juniper),201,60.5,Lithium-ion,,420.0,121,375,5.9,110.0,CCS,1600.0,854,5,RWD,JD - Large,4790,1982,1624,SUV,https://ev-database.org/car/3103/Tesla-Model-Y-RWD,10.254237288135593,15.151515151515152,Fast
Toyota,PROACE Verso L 75 kWh,130,68.0,Lithium-ion,324.0,260.0,204,260,13.3,79.0,CCS,1000.0,989,9,FWD,N - Passenger Van,5333,1920,1890,Small Passenger Van,https://ev-database.org/car/2267/Toyota-PROACE-Verso-L-75-kWh,5.112781954887218,6.454248366013072,Very Slow
Toyota,PROACE Verso M 50 kWh,130,46.3,Lithium-ion,216.0,260.0,217,180,12.1,78.0,CCS,1000.0,603,9,FWD,N - Passenger Van,4983,1920,1890,Small Passenger Van,https://ev-database.org/car/2264/Toyota-PROACE-Verso-M-50-kWh,3.8264462809917354,5.990783410138249,Very Slow
Toyota,PROACE Verso M 75 kWh,130,68.0,Lithium-ion,324.0,260.0,202,260,13.3,79.0,CCS,1000.0,603,9,FWD,N - Passenger Van,4983,1920,1890,Small Passenger Van,https://ev-database.org/car/2266/Toyota-PROACE-Verso-M-75-kWh,5.112781954887218,6.518151815181517,Very Slow
Toyota,Proace City Verso Electric L1 50 kWh,132,50.0,Lithium-ion,,260.0,149,235,11.7,80.0,CCS,750.0,775,5,FWD,N - Passenger Van,4403,1921,1803,Small Passenger Van,https://ev-database.org/car/2165/Toyota-Proace-City-Verso-Electric-L1-50-kWh,4.273504273504273,8.94854586129754,Very Slow
Toyota,Proace City Verso Electric L2 50 kWh,132,50.0,Lithium-ion,,260.0,149,230,11.7,80.0,CCS,750.0,1050,7,FWD,N - Passenger Van,4753,1921,1814,Small Passenger Van,https://ev-database.org/car/2166/Toyota-Proace-City-Verso-Electric-L2-50-kWh,4.273504273504273,8.94854586129754,Very Slow
Toyota,bZ4X AWD,160,64.0,Lithium-ion,96.0,336.0,154,345,6.9,100.0,CCS,750.0,452,5,AWD,JC - Medium,4690,1860,1600,SUV,https://ev-database.org/car/1565/Toyota-bZ4X-AWD,9.27536231884058,10.822510822510823,Moderate
Toyota,bZ4X FWD,160,64.0,Lithium-ion,96.0,265.0,145,350,7.5,100.0,CCS,750.0,452,5,FWD,JC - Medium,4690,1860,1600,SUV,https://ev-database.org/car/1564/Toyota-bZ4X-FWD,8.533333333333333,11.49425287356322,Moderate
VinFast,VF 8 Eco Extended Range,200,87.7,Lithium-ion,,500.0,186,405,5.9,120.0,CCS,1800.0,376,5,AWD,JD - Large,4750,1934,1667,SUV,https://ev-database.org/car/1807/VinFast-VF-8-Eco-Extended-Range,14.864406779661017,10.75268817204301,Fast
VinFast,VF 8 Plus Extended Range,200,87.7,Lithium-ion,,620.0,196,400,5.5,120.0,CCS,1800.0,376,5,AWD,JD - Large,4750,1934,1667,SUV,https://ev-database.org/car/1809/VinFast-VF-8-Plus-Extended-Range,15.945454545454545,10.204081632653061,Fast
Volkswagen,ID. Buzz LWB GTX,160,86.0,Lithium-ion,312.0,560.0,182,350,6.5,145.0,CCS,1600.0,1340,7,AWD,N - Passenger Van,4960,1985,1927,Small Passenger Van,https://ev-database.org/car/2157/Volkswagen-ID-Buzz-LWB-GTX-,13.23076923076923,13.27838827838828,Moderate
Volkswagen,ID. Buzz LWB Pro,160,86.0,Lithium-ion,312.0,560.0,190,370,7.9,145.0,CCS,1000.0,1340,7,RWD,N - Passenger Van,4962,1985,1924,Small Passenger Van,https://ev-database.org/car/2154/Volkswagen-ID-Buzz-LWB-Pro,10.886075949367088,12.719298245614034,Moderate
Volkswagen,ID. Buzz NWB GTX,160,79.0,Lithium-ion,288.0,560.0,194,330,6.5,135.0,CCS,1800.0,1121,6,AWD,N - Passenger Van,4712,1985,1925,Small Passenger Van,https://ev-database.org/car/2156/Volkswagen-ID-Buzz-NWB-GTX,12.153846153846153,11.597938144329897,Moderate
Volkswagen,ID. Buzz NWB Pro,160,79.0,Lithium-ion,288.0,560.0,187,360,7.6,135.0,CCS,1200.0,1121,6,RWD,N - Passenger Van,4712,1985,1927,Small Passenger Van,https://ev-database.org/car/2232/Volkswagen-ID-Buzz-NWB-Pro,10.394736842105264,12.032085561497325,Moderate
Volkswagen,ID. Buzz NWB Pure,145,59.0,Lithium-ion,216.0,310.0,178,275,10.7,110.0,CCS,1000.0,1121,6,RWD,N - Passenger Van,4712,1985,1927,Small Passenger Van,https://ev-database.org/car/3119/Volkswagen-ID-Buzz-NWB-Pure,5.514018691588785,10.299625468164795,Very Slow
Volkswagen,ID.3 GTX,180,79.0,Lithium-ion,288.0,545.0,131,470,5.9,135.0,CCS,0.0,385,5,RWD,C - Medium,4322,1809,1538,Hatchback,https://ev-database.org/car/2152/Volkswagen-ID3-GTX,13.389830508474576,17.17557251908397,Fast
Volkswagen,ID.3 GTX Performance,200,79.0,Lithium-ion,288.0,545.0,131,465,5.6,135.0,CCS,0.0,385,5,RWD,C - Medium,4322,1809,1538,Hatchback,https://ev-database.org/car/2153/Volkswagen-ID3-GTX-Performance,14.107142857142858,17.17557251908397,Fast
Volkswagen,ID.3 Pro,160,59.0,Lithium-ion,216.0,310.0,136,365,7.6,110.0,CCS,0.0,385,5,RWD,C - Medium,4264,1809,1564,Hatchback,https://ev-database.org/car/2213/Volkswagen-ID3-Pro,7.7631578947368425,13.480392156862745,Moderate
Volkswagen,ID.3 Pro S,160,77.0,Lithium-ion,288.0,310.0,138,465,7.1,120.0,CCS,0.0,385,5,RWD,C - Medium,4264,1809,1564,Hatchback,https://ev-database.org/car/2210/Volkswagen-ID3-Pro-S,10.845070422535212,14.492753623188406,Moderate
Volkswagen,ID.3 Pure,160,52.0,Lithium-ion,192.0,310.0,134,325,8.2,90.0,CCS,0.0,385,5,RWD,C - Medium,4264,1809,1564,Hatchback,https://ev-database.org/car/2214/Volkswagen-ID3-Pure,6.341463414634147,11.194029850746269,Slow
Volkswagen,ID.4 GTX,180,77.0,Lithium-ion,288.0,679.0,152,420,5.4,120.0,CCS,1200.0,543,5,AWD,JC - Medium,4584,1852,1631,SUV,https://ev-database.org/car/2030/Volkswagen-ID4-GTX,14.259259259259258,13.157894736842106,Fast
Volkswagen,ID.4 Pro,180,77.0,Lithium-ion,288.0,545.0,149,445,6.7,120.0,CCS,1000.0,543,5,RWD,JC - Medium,4584,1852,1631,SUV,https://ev-database.org/car/2028/Volkswagen-ID4-Pro,11.492537313432836,13.422818791946309,Moderate
Volkswagen,ID.4 Pro 4MOTION,180,77.0,Lithium-ion,288.0,679.0,155,435,6.6,120.0,CCS,1200.0,543,5,AWD,JC - Medium,4584,1852,1631,SUV,https://ev-database.org/car/2029/Volkswagen-ID4-Pro-4MOTION,11.666666666666668,12.903225806451614,Moderate
Volkswagen,ID.4 Pure,160,52.0,Lithium-ion,192.0,310.0,143,285,9.0,87.0,CCS,1000.0,543,5,RWD,JC - Medium,4584,1852,1640,SUV,https://ev-database.org/car/2027/Volkswagen-ID4-Pure,5.777777777777778,10.13986013986014,Slow
Volkswagen,ID.5 GTX,180,77.0,Lithium-ion,288.0,679.0,144,430,5.5,120.0,CCS,1200.0,549,5,AWD,JC - Medium,4599,1852,1615,SUV,https://ev-database.org/car/2033/Volkswagen-ID5-GTX,14.0,13.88888888888889,Fast
Volkswagen,ID.5 Pro,180,77.0,Lithium-ion,288.0,545.0,138,460,6.7,120.0,CCS,1000.0,549,5,RWD,JC - Medium,4599,1852,1615,SUV,https://ev-database.org/car/2031/Volkswagen-ID5-Pro,11.492537313432836,14.492753623188406,Moderate
Volkswagen,ID.5 Pure,160,52.0,Lithium-ion,288.0,310.0,142,320,8.9,87.0,CCS,1000.0,549,5,RWD,JC - Medium,4599,1852,1615,SUV,https://ev-database.org/car/3080/Volkswagen-ID5-Pure,5.842696629213483,10.211267605633802,Slow
Volkswagen,ID.7 GTX,180,86.0,Lithium-ion,312.0,560.0,145,500,5.4,145.0,CCS,1200.0,532,5,AWD,E - Executive,4961,1862,1536,Liftback Sedan,https://ev-database.org/car/2216/Volkswagen-ID7-GTX,15.925925925925926,16.666666666666668,Fast
Volkswagen,ID.7 Pro,180,77.0,Lithium-ion,288.0,550.0,132,475,6.5,125.0,CCS,1000.0,532,5,RWD,E - Executive,4961,1862,1536,Liftback Sedan,https://ev-database.org/car/1839/Volkswagen-ID7-Pro,11.846153846153847,15.782828282828284,Moderate
Volkswagen,ID.7 Pro S,180,86.0,Lithium-ion,312.0,550.0,133,525,6.6,145.0,CCS,1000.0,532,5,RWD,E - Executive,4961,1862,1536,Liftback Sedan,https://ev-database.org/car/1840/Volkswagen-ID7-Pro-S,13.030303030303031,18.170426065162907,Moderate
Volkswagen,ID.7 Tourer GTX,180,86.0,Lithium-ion,312.0,560.0,147,500,5.5,145.0,CCS,1200.0,605,5,AWD,E - Executive,4961,1862,1536,Station/Estate,https://ev-database.org/car/2158/Volkswagen-ID7-Tourer-GTX,15.636363636363637,16.439909297052154,Fast
Volkswagen,ID.7 Tourer Pro,180,77.0,Lithium-ion,288.0,550.0,146,470,6.6,125.0,CCS,1000.0,605,5,RWD,E - Executive,4961,1862,1536,Station/Estate,https://ev-database.org/car/2118/Volkswagen-ID7-Tourer-Pro,11.666666666666668,14.269406392694064,Moderate
Volkswagen,ID.7 Tourer Pro S,180,86.0,Lithium-ion,312.0,550.0,125,520,6.7,145.0,CCS,1000.0,605,5,RWD,E - Executive,4961,1862,1536,Station/Estate,https://ev-database.org/car/2119/Volkswagen-ID7-Tourer-Pro-S,12.835820895522387,19.333333333333332,Moderate
Volvo,EC40 Single Motor (MY26),180,67.0,Lithium-ion,,420.0,151,360,7.3,110.0,CCS,1500.0,404,5,RWD,JC - Medium,4440,1873,1596,SUV,https://ev-database.org/car/3154/Volvo-EC40-Single-Motor,9.178082191780822,12.141280353200882,Moderate
Volvo,EC40 Single Motor ER (MY26),180,79.0,Lithium-ion,324.0,420.0,146,420,7.3,125.0,CCS,1500.0,404,5,RWD,JC - Medium,4440,1873,1596,SUV,https://ev-database.org/car/3155/Volvo-EC40-Single-Motor-ER,10.821917808219178,14.269406392694064,Moderate
Volvo,EC40 Twin Motor (MY26),180,79.0,Lithium-ion,324.0,670.0,155,400,4.8,125.0,CCS,1800.0,404,5,AWD,JC - Medium,4440,1873,1596,SUV,https://ev-database.org/car/3156/Volvo-EC40-Twin-Motor,16.458333333333336,13.440860215053764,Fast
Volvo,EC40 Twin Motor Performance (MY26),180,79.0,Lithium-ion,324.0,670.0,155,400,4.6,125.0,CCS,1800.0,404,5,AWD,JC - Medium,4440,1873,1596,SUV,https://ev-database.org/car/3157/Volvo-EC40-Twin-Motor-Performance,17.17391304347826,13.440860215053764,Fast
Volvo,ES90 Single Motor (MY26),180,88.0,Lithium-ion,,480.0,135,485,6.9,190.0,CCS,1600.0,446,5,RWD,F - Luxury,5000,1942,1546,Liftback Sedan,https://ev-database.org/car/3128/Volvo-ES90-Single-Motor,12.753623188405797,23.45679012345679,Moderate
Volvo,ES90 Twin Motor (MY26),180,102.0,Lithium-ion,,670.0,146,530,5.5,225.0,CCS,2000.0,446,5,AWD,F - Luxury,5000,1942,1546,Liftback Sedan,https://ev-database.org/car/3129/Volvo-ES90-Twin-Motor,18.545454545454547,25.684931506849313,Fast
Volvo,ES90 Twin Motor Performance (MY26),180,102.0,Lithium-ion,,870.0,146,530,4.0,225.0,CCS,2000.0,446,5,AWD,F - Luxury,5000,1942,1546,Liftback Sedan,https://ev-database.org/car/3130/Volvo-ES90-Twin-Motor-Performance,25.5,25.684931506849313,Super Fast
Volvo,EX30 Cross Country (MY26),180,65.0,Lithium-ion,,543.0,152,330,3.7,114.0,CCS,1600.0,318,5,AWD,JB - Compact,4233,1837,1573,SUV,https://ev-database.org/car/3118/Volvo-EX30-Cross-Country,17.56756756756757,12.5,Super Fast
Volvo,EX30 Single Motor (MY24-26),180,49.0,Lithium-ion,,343.0,147,275,5.7,80.0,CCS,1000.0,318,5,RWD,JB - Compact,4233,1837,1549,SUV,https://ev-database.org/car/1909/Volvo-EX30-Single-Motor,8.596491228070175,9.070294784580499,Fast
Volvo,EX30 Single Motor ER (MY24-26),180,65.0,Lithium-ion,,343.0,138,365,5.3,113.0,CCS,1600.0,318,5,RWD,JB - Compact,4233,1837,1549,SUV,https://ev-database.org/car/1910/Volvo-EX30-Single-Motor-ER,12.264150943396228,13.647342995169081,Fast
Volvo,EX30 Twin Motor Performance (MY24-26),180,65.0,Lithium-ion,,543.0,145,340,3.6,113.0,CCS,1600.0,318,5,AWD,JB - Compact,4233,1837,1549,SUV,https://ev-database.org/car/1911/Volvo-EX30-Twin-Motor-Performance,18.055555555555554,12.988505747126435,Super Fast
Volvo,EX40 Single Motor (MY26),180,67.0,Lithium-ion,,420.0,154,345,7.3,110.0,CCS,1500.0,410,5,RWD,JC - Medium,4440,1863,1652,SUV,https://ev-database.org/car/3158/Volvo-EX40-Single-Motor,9.178082191780822,11.904761904761905,Moderate
Volvo,EX40 Single Motor ER (MY26),180,79.0,Lithium-ion,324.0,420.0,152,400,7.3,125.0,CCS,1500.0,410,5,RWD,JC - Medium,4440,1863,1652,SUV,https://ev-database.org/car/3159/Volvo-EX40-Single-Motor-ER,10.821917808219178,13.706140350877194,Moderate
Volvo,EX40 Twin Motor (MY26),180,79.0,Lithium-ion,324.0,670.0,163,385,4.8,125.0,CCS,1800.0,410,5,AWD,JC - Medium,4440,1863,1652,SUV,https://ev-database.org/car/3160/Volvo-EX40-Twin-Motor,16.458333333333336,12.78118609406953,Fast
Volvo,EX40 Twin Motor Performance (MY26),180,79.0,Lithium-ion,324.0,670.0,163,385,4.6,125.0,CCS,1800.0,410,5,AWD,JC - Medium,4440,1863,1652,SUV,https://ev-database.org/car/3161/Volvo-EX40-Twin-Motor-Performance,17.17391304347826,12.78118609406953,Fast
Volvo,EX90 Single Motor (MY24-26),180,100.0,Lithium-ion,192.0,490.0,182,460,8.4,140.0,CCS,1200.0,310,7,RWD,JF - Luxury,5037,1964,1744,SUV,https://ev-database.org/car/1950/Volvo-EX90-Single-Motor,11.904761904761905,12.820512820512821,Slow
Volvo,EX90 Twin Motor (MY24-26),180,107.0,Lithium-ion,204.0,770.0,188,470,5.9,150.0,CCS,2200.0,310,7,AWD,JF - Luxury,5037,1964,1744,SUV,https://ev-database.org/car/1775/Volvo-EX90-Twin-Motor,18.135593220338983,13.297872340425531,Fast
Volvo,EX90 Twin Motor Performance (MY24-26),180,107.0,Lithium-ion,204.0,910.0,188,455,4.9,150.0,CCS,2200.0,310,7,AWD,JF - Luxury,5037,1964,1744,SUV,https://ev-database.org/car/1776/Volvo-EX90-Twin-Motor-Performance,21.83673469387755,13.297872340425531,Fast
Voyah,Free 106 kWh,200,100.0,Lithium-ion,,720.0,200,480,4.4,80.0,CCS,2000.0,550,5,AWD,JE - Executive,4905,1950,1645,SUV,https://ev-database.org/car/2049/Voyah-Free-106-kWh,22.727272727272727,6.666666666666667,Fast
XPENG,G6 AWD Performance,200,87.5,Lithium-ion,,660.0,159,475,4.1,180.0,CCS,1500.0,571,5,AWD,JD - Large,4753,1920,1650,SUV,https://ev-database.org/car/2183/XPENG-G6-AWD-Performance,21.34146341463415,18.867924528301888,Fast
XPENG,G6 RWD Long Range,200,87.5,Lithium-ion,,440.0,154,480,6.7,180.0,CCS,1500.0,571,5,RWD,JD - Large,4753,1920,1650,SUV,https://ev-database.org/car/2182/XPENG-G6-RWD-Long-Range,13.059701492537313,19.48051948051948,Moderate
XPENG,G6 RWD Standard Range,200,66.0,Lithium-ion,,440.0,152,370,6.9,140.0,CCS,1500.0,571,5,RWD,JD - Large,4753,1920,1650,SUV,https://ev-database.org/car/2181/XPENG-G6-RWD-Standard-Range,9.565217391304348,15.350877192982457,Moderate
XPENG,G9 AWD Performance,200,93.1,Lithium-ion,,717.0,179,465,3.9,224.0,CCS,1500.0,660,5,AWD,JE - Executive,4891,1937,1670,SUV,https://ev-database.org/car/1826/XPENG-G9-AWD-Performance,23.871794871794872,20.85661080074488,Super Fast
XPENG,G9 RWD Long Range,200,93.1,Lithium-ion,,430.0,163,480,6.4,224.0,CCS,1500.0,660,5,RWD,JE - Executive,4891,1937,1670,SUV,https://ev-database.org/car/1825/XPENG-G9-RWD-Long-Range,14.546874999999998,22.903885480572594,Moderate
XPENG,G9 RWD Standard Range,200,75.8,Lithium-ion,,430.0,165,395,6.4,170.0,CCS,1500.0,660,5,RWD,JE - Executive,4891,1937,1680,SUV,https://ev-database.org/car/1824/XPENG-G9-RWD-Standard-Range,11.843749999999998,17.17171717171717,Moderate
XPENG,P7 AWD Performance,200,82.7,Lithium-ion,,757.0,164,460,4.1,138.0,CCS,0.0,440,5,AWD,E - Executive,4888,1896,1450,Sedan,https://ev-database.org/car/1822/XPENG-P7-AWD-Performance,20.170731707317074,14.02439024390244,Fast
XPENG,P7 RWD Long Range,200,82.7,Lithium-ion,,440.0,144,495,6.7,138.0,CCS,0.0,440,5,RWD,E - Executive,4888,1896,1450,Sedan,https://ev-database.org/car/1821/XPENG-P7-RWD-Long-Range,12.343283582089553,15.972222222222223,Moderate
XPENG,P7 Wing Edition,200,82.7,Lithium-ion,,757.0,164,455,4.1,138.0,CCS,0.0,440,5,AWD,E - Executive,4888,1896,1450,Sedan,https://ev-database.org/car/1823/XPENG-P7-Wing-Edition,20.170731707317074,14.02439024390244,Fast
Zeekr,001 Long Range RWD,200,94.0,Lithium-ion,110.0,343.0,152,505,7.2,135.0,CCS,1500.0,539,5,RWD,E - Executive,4955,1999,1560,Liftback Sedan,https://ev-database.org/car/1933/Zeekr-001-Long-Range-RWD,13.055555555555555,14.802631578947368,Moderate
Zeekr,001 Performance AWD,200,94.0,Lithium-ion,110.0,686.0,159,480,3.8,135.0,CCS,2000.0,539,5,AWD,E - Executive,4955,1999,1560,Liftback Sedan,https://ev-database.org/car/1934/Zeekr-001-Performance-AWD,24.736842105263158,14.150943396226415,Super Fast
Zeekr,001 Privilege AWD,200,94.0,Lithium-ion,110.0,686.0,162,480,3.8,135.0,CCS,2000.0,539,5,AWD,E - Executive,4955,1999,1548,Liftback Sedan,https://ev-database.org/car/1935/Zeekr-001-Privilege-AWD,24.736842105263158,13.88888888888889,Super Fast
Zeekr,7X Long Range RWD,210,94.0,Lithium-ion,,440.0,153,475,6.0,260.0,CCS,2000.0,539,5,RWD,JD - Large,4787,1930,1650,SUV,https://ev-database.org/car/3082/Zeekr-7X-Long-Range-RWD,15.666666666666666,28.32244008714597,Fast
Zeekr,7X Performance AWD,210,94.0,Lithium-ion,,710.0,173,450,3.8,260.0,CCS,2000.0,539,5,AWD,JD - Large,4787,1930,1650,SUV,https://ev-database.org/car/3083/Zeekr-7X-Performance-AWD,24.736842105263158,25.04816955684008,Super Fast
Zeekr,7X Premium RWD,210,71.0,Lithium-ion,,440.0,148,365,6.0,240.0,CCS,2000.0,539,5,RWD,JD - Large,4787,1930,1650,SUV,https://ev-database.org/car/3081/Zeekr-7X-Premium-RWD,11.833333333333334,27.027027027027028,Fast
Zeekr,X Core RWD (MY25),190,49.0,Lithium-ion,,343.0,148,265,5.9,70.0,CCS,1600.0,362,5,RWD,JB - Compact,4432,1836,1566,SUV,https://ev-database.org/car/3197/Zeekr-X-Core-RWD,8.305084745762711,7.882882882882883,Fast
Zeekr,X Long Range RWD (MY25),190,65.0,Lithium-ion,,343.0,146,360,5.6,114.0,CCS,1600.0,362,5,RWD,JB - Compact,4432,1836,1566,SUV,https://ev-database.org/car/3198/Zeekr-X-Long-Range-RWD,11.607142857142858,13.013698630136986,Fast
Zeekr,X Privilege AWD (MY25),190,65.0,Lithium-ion,,543.0,153,350,3.8,114.0,CCS,1600.0,362,5,AWD,JB - Compact,4432,1836,1566,SUV,https://ev-database.org/car/3199/Zeekr-X-Privilege-AWD,17.105263157894736,12.418300653594772,Super Fast
firefly,unknown,150,41.2,Lithium-ion,112.0,200.0,125,250,8.1,65.0,CCS,0.0,404,5,RWD,B - Compact,4003,1885,1557,Hatchback,https://ev-database.org/car/3178/firefly-firefly,5.08641975308642,8.666666666666666,Slow
